1,718,2.6145,2.3986,0.0719,246,2.6145,2.0783,0.0816
2,315,2.071,1.9024,0.0531,31,2.071,1.7943,0.0554
3,166,2.1259,1.9603,0.0534,4,2.1259,1.9474,0.0555
4,104,2.5386,2.3222,0.0845,1,2.5386,2.067,0.056
5,56,2.2508,2.0778,0.0522,4,2.2508,2.2697,0.0655
6,42,2.2765,2.1077,0.0527,2,2.2765,1.9939,0.0539
7,24,2.2671,2.0856,0.0526,0,2.2671,2.4397,0.064
8,9,2.3737,2.2046,0.0536,0,2.3737,2.3921,0.0554
9,6,3.0416,2.8126,0.0673,0,3.0416,2.9418,0.1937
10,3,3.9301,3.6469,0.0896,0,3.9301,2.2857,0.0557
11,3,4.111,3.837,0.0872,0,4.111,4.0196,0.0907
12,3,3.8579,3.5841,0.0855,0,3.8579,3.3685,0.0855
13,1,3.7441,3.5138,0.0717,0,3.7441,3.3382,0.0764
14,1,3.7816,3.5429,0.0764,0,3.7816,3.5205,0.0748
15,1,3.8586,3.5975,0.0817,0,3.8586,3.356,0.0751
16,1,3.101,2.8886,0.0688,0,3.101,2.872,0.0684
17,1,3.7122,3.4443,0.0775,0,3.7122,3.5867,0.0763
18,1,3.7657,3.5078,0.0819,0,3.7657,4.5687,0.0763
19,1,3.351,3.0367,0.0733,0,3.351,3.2486,0.0978
20,1,3.319,3.1072,0.0668,0,3.319,3.8546,0.0789
