1,67,0.1895,0.165,0.0078,17,0.1895,0.1344,0.0078
2,28,0.2319,0.2024,0.0094,4,0.2319,0.19,0.0097
3,11,0.241,0.2095,0.0096,0,0.241,0.1922,0.0094
4,9,0.3006,0.2604,0.023,0,0.3006,0.2508,0.0063
5,5,0.193,0.1701,0.0071,0,0.193,0.155,0.0061
6,5,0.2039,0.1731,0.007,0,0.2039,0.1538,0.0072
7,3,0.222,0.1993,0.0072,0,0.222,0.1622,0.007
8,1,0.1966,0.1749,0.0069,0,0.1966,0.2288,0.0093
9,1,0.2796,0.2496,0.0097,0,0.2796,0.2149,0.0091
10,1,0.208,0.1848,0.0076,0,0.208,0.171,0.0076
11,1,0.3244,0.2988,0.0083,0,0.3244,0.2284,0.0097
12,0,0.2098,0.1871,0.0064,0,0.2098,0.193,0.007
13,0,0.2205,0.1944,0.0079,0,0.2205,0.2048,0.0081
14,0,0.5574,0.4843,0.0075,0,0.5574,0.2183,0.0084
15,0,0.2354,0.2113,0.0078,0,0.2354,0.2041,0.0077
16,0,0.2295,0.1971,0.0071,0,0.2295,0.3004,0.0084
17,0,0.2798,0.2504,0.01,0,0.2798,0.2462,0.0107
18,0,0.5159,0.4894,0.0087,0,0.5159,0.2177,0.0085
19,0,0.2172,0.1939,0.0074,0,0.2172,0.2132,0.0067
20,0,0.2217,0.199,0.0073,0,0.2217,0.2214,0.0087
