1,689.2,15.3502,1.91168,0.05555,241.5,15.3502,1.74391,0.05789
2,315.7,15.6487,1.95335,0.05327,28.8,15.6487,1.84968,0.05391
3,177.8,16.4344,2.04896,0.05817,3.2,16.4344,1.91134,0.06307
4,99.8,16.1433,2.03957,0.05539,0.4,16.1433,1.94687,0.05317
5,70,15.9479,2.11405,0.05394,0.5,15.9479,1.961,0.05283
6,44.1,15.903,2.08214,0.05828,0,15.903,2.03059,0.05292
7,26.9,16.2675,2.17457,0.05512,0.1,16.2675,2.11487,0.0547
8,17.2,16.3231,2.21298,0.05918,0.1,16.3231,2.14852,0.05359
9,11.2,16.3649,2.31739,0.05367,0,16.3649,2.31992,0.05551
10,6.8,16.4114,2.29605,0.05234,0,16.4114,2.2456,0.05301
11,3.3,16.77,2.39326,0.05505,0,16.77,2.37591,0.05751
12,2.2,16.3626,2.28678,0.05433,0,16.3626,2.3398,0.05332
13,1.8,16.3983,2.34762,0.0552,0,16.3983,2.32439,0.05463
14,0.5,16.4188,2.31814,0.05487,0,16.4188,2.31983,0.05401
15,0.2,17.1624,2.36567,0.0549,0,17.1624,2.49313,0.07045
16,0,17.109,2.4452,0.05491,0,17.109,2.46378,0.05843
17,0.1,16.8295,2.3846,0.05438,0,16.8295,2.40293,0.05733
18,0,16.5622,2.34352,0.0537,0,16.5622,2.32742,0.05399
19,0.3,16.5587,2.39758,0.05399,0,16.5587,2.37747,0.05283
20,0,16.6919,2.40495,0.05468,0,16.6919,2.35191,0.05221
