1,7302,30.035,28.1835,0.577,2769,30.035,23.867,0.5784
2,3638,29.1297,27.4186,0.5449,506,29.1297,24.8204,0.5289
3,2375,30.2381,28.459,0.5406,165,30.2381,25.4058,0.5339
4,1601,30.8277,29.0994,0.5672,87,30.8277,27.0583,0.5638
5,1210,31.5575,29.8438,0.5471,26,31.5575,27.9096,0.5491
6,1004,31.5819,29.8566,0.5517,14,31.5819,27.9363,0.5161
7,778,31.7281,30.0219,0.5682,3,31.7281,28.403,0.5274
8,704,32.7495,31.1102,0.5142,1,32.7495,28.8196,0.5644
9,623,33.0824,31.4239,0.5568,1,33.0824,29.1982,0.559
10,510,33.779,32.0223,0.5422,3,33.779,29.8982,0.5023
11,486,34.2501,32.6282,0.5075,2,34.2501,29.6684,0.5169
12,484,34.0767,32.4578,0.5088,1,34.0767,30.3757,0.5171
13,518,34.4793,32.7893,0.5148,1,34.4793,30.5406,0.5421
14,438,35.8773,34.2014,0.5287,2,35.8773,32.9479,0.5957
15,438,36.8598,35.0254,0.5237,1,36.8598,34.1182,0.5758
16,431,35.5988,33.8958,0.5741,1,35.5988,32.4005,0.7068
17,401,36.2263,34.4664,0.5971,1,36.2263,32.9664,0.5192
18,404,36,34.1465,0.5424,1,36,32.6064,0.5053
19,443,36.2844,34.5404,0.5247,1,36.2844,32.5494,0.5274
20,384,36.6992,35.0541,0.5237,1,36.6992,32.9466,0.5476
