1,67,0.1782,0.1547,0.0074,17,0.1782,0.1237,0.0067
2,28,0.1458,0.1279,0.0058,4,0.1458,0.1037,0.0056
3,11,0.1395,0.1217,0.0064,0,0.1395,0.1108,0.005
4,9,0.1448,0.1281,0.0061,0,0.1448,0.1131,0.0055
5,5,0.1431,0.126,0.0048,0,0.1431,0.1177,0.0055
6,5,0.1455,0.1284,0.0053,0,0.1455,0.1175,0.0052
7,3,0.1618,0.1452,0.0051,0,0.1618,0.1197,0.0053
8,1,0.1523,0.1354,0.0052,0,0.1523,0.1311,0.0055
9,1,0.1892,0.1646,0.0065,0,0.1892,0.1329,0.0053
10,1,0.1556,0.1379,0.0058,0,0.1556,0.1314,0.0052
11,1,0.2129,0.1911,0.0067,0,0.2129,0.1664,0.0067
12,0,0.2028,0.1811,0.0061,0,0.2028,0.2046,0.0067
13,0,0.2682,0.2358,0.0102,0,0.2682,0.1912,0.0079
14,0,0.2272,0.204,0.0079,0,0.2272,0.191,0.0072
15,0,0.2666,0.238,0.0095,0,0.2666,0.1961,0.0073
16,0,0.2808,0.2522,0.0088,0,0.2808,0.2012,0.0063
17,0,0.2341,0.2115,0.0072,0,0.2341,0.1964,0.0072
18,0,0.2878,0.2277,0.044,0,0.2878,0.1873,0.0076
19,0,0.2641,0.2354,0.0082,0,0.2641,0.2728,0.0086
20,0,0.262,0.2063,0.0081,0,0.262,0.2819,0.0089
